Q29,Q29_TEXT,Q10,Q11,Q12,Q14,Q31,Q15,Q16,Q17,Q18,Q19,Q28,Q20,Q20_TEXT,Q21,Q22,Q22_TEXT
United States, ,46,Female,6,2-year degree,Yes,Medication Technician,Emergency Medical Technicians and Paramedics,Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,35,Caucasian, 
United States, ,35,Male,4,2-year degree,Yes,Glass Repairman,"49-3022.00	Automotive Glass Installers and Repairers",Part-time,Private (for-profit) sector,Yes,No,American Dollar,20000,33,Caucasian, 
United States, ,34,Male,8,4-year degree,Yes,Investigator,Criminal Investigators and Special Agents,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,89000,40,Caucasian, 
United States, ,30,Male,1,Masters or equivalent,Yes,Urban Planner,Urban and Regional Planners,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,35,Asian, 
United States, ,27,Male,5,Masters or equivalent,Yes,Program Coordinator,"Education Administrators, Postsecondary",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,31000,45,Caucasian, 
United States, ,37,Male,2,2-year degree,Yes,Audio Tech,Audio and Video Equipment Technicians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,22000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Male,5,4-year degree,Yes,IT,Amusement and Recreation Attendants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,100000,40,Caucasian, 
United States, ,29,Male,5,4-year degree,Yes,Teacher,"25-1123.00 - English Language and Literature Teachers, Postsecondary",Full-time,Private (for-profit) sector,Yes,No,American Dollar,28000,40,Caucasian, 
United States, ,23,Female,1,4-year degree,Yes,Kennel Manager,Nonfarm Animal Caretakers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,16000,40,Caucasian, 
Other, ,22,Female,0.5,4-year degree,Yes,Computer Programmer,Computer Programmers,Part-time,Private (for-profit) sector,Yes,No,American Dollar,60000,40,Caucasian, 
United States, ,31,Female,3,2-year degree,Yes,Accounts Payable Clerk,"43-3031.00 Bookkeeping, Accounting, and Auditing Clerks",Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,18000,25,Caucasian, 
United States, ,19,Female,1,2-year degree,Yes,Intern,Intern,Part-time,Public (not-for-profit) sector,No,No,American Dollar,1000,30,Asian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Male,4,Masters or equivalent,Yes,Writing Consultant,"English Language and Literature Teachers, Postsecondary",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"12,500",28,Caucasian, 
United States, ,26,Male,4,4-year degree,Yes,Healthcare Assistant,"21-1022.00	Healthcare Social Workers",Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,14000,60,Indian, 
United States, ,55,Female,20,High school/GED,Yes,clerk,postal service clerks-45-5051.00,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,32,Caucasian, 
United States, ,53,Female,6,2-year degree,Yes,PARAPROFESSIONA,Teacher Assistants,Part-time,Public (not-for-profit) sector,No,No,American Dollar,"18,000",20,Other:,WHITE
United States, ,20,Male,2,2-year degree,Yes,food runner,"Food Servers, Nonrestaurant",Part-time,Private (for-profit) sector,Yes,No,American Dollar,14500,20,Caucasian, 
United States, ,25,Male,4,High school/GED,Yes,Front Desk Associate,"Hotel, Motel, and Resort Desk Clerks",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"25,000",40,Caucasian, 
United States, ,50,Female,3,Masters or equivalent,Yes,middle school vocal music teacher,middle school teacher,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"52,000.00",45,Native American, 
United States, ,24,Female,1,4-year degree,Yes,behavior therapist,"Therapists, All Other",Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,18.5,Asian, 
 , , , , , , , , , , , , , , , , , 
United States, ,34,Female,5,High school/GED,Yes,Administrative Assistant,Executive Secretaries and Executive Administrative Assistants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,26000,40,Caucasian, 
United States, ,32,Male,5,2-year degree,Yes,network admin,Network and Computer Systems Administrators,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,60000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Male,1,4-year degree,Yes,Laboratory Technologist,Medical and Clinical Laboratory Technicians,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,35000,40,Hispanic, 
 , , , , , , , , , , , , , , , , , 
United States, ,19,Female,1,High school/GED,No,Clinical Secretary,Administrative,Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,45,Other:,African-American/Asian
United States, ,27,Male,5,4-year degree,Yes,Director of Youth Minsitry,"Directors, Religious Activities and Education",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,41000,50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,44,Female,3,2-year degree,Yes,order entry,Data Entry Keyers,Full-time,Public (not-for-profit) sector,No,Yes,American Dollar,25000,38,African American, 
United States, ,32,Male,0,High school/GED,Yes,unemployed,"eligibility interviewers, goverment program",Full-time,Public (not-for-profit) sector,No,Yes,I'd rather not say, ,40,Caucasian, 
United States, ,23,Female,7,4-year degree,Yes,Customer Service Staff,Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,15000,38,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Female,2,4-year degree,Yes,Nursery Volunteer,Childcare Workers,Part-time,Private (for-profit) sector,No,No,American Dollar, ,12,Caucasian, 
United States, ,21,Female,1,2-year degree,Yes,CVV,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",Part-time,Private (for-profit) sector,Yes,Yes,I'd rather not say, ,20,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,28,Male,2,Masters or equivalent,Yes,COMS,29-1122.01,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"40,000",40,Caucasian, 
 , ,41,Female,12,Masters or equivalent, ,psychotherapist,Counseling Psychologists,Part-time,Public (not-for-profit) sector,Yes, , , ,12,Caucasian, 
United States, ,54,Female,11,4-year degree,Yes,RN,registered nurses,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"$45,000 ",40,Caucasian, 
United States, ,23,Female,2,High school/GED,Yes,Student,N/A,Full-time,Private (for-profit) sector,No,Yes,American Dollar,8500,0,African American, 
United States, ,26,Male,3,4-year degree,Yes,Assistant Store Manager,First-Line Supervisors of Retail Sales Workers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"30,000",39,Caucasian, 
United States, ,38,Female,15,Masters or equivalent,Yes,Office Manager,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"44,000",50,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,30,Male,8,Masters or equivalent,No,Software Engineer,"Software Developers, Systems Software",Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,45,Indian, 
United States, ,38,Male,0.5,Less than middle school,Yes,Independent Contractor/Delivery Driver,"53-3033.00	Light Truck or Delivery Services Drivers",Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,42,Caucasian, 
United States, ,43,Female,1,2-year degree,Yes,Store Manager,41-1011.00,Part-time,Private (for-profit) sector,Yes,No,American Dollar,"14,000",20,Caucasian, 
United States, ,25,Female,1,4-year degree,Yes,"Supervisor, Quality Control and Information Management",Quality Control Analyst,Full-time,Private (for-profit) sector,Yes,No,American Dollar,59000,50,Caucasian, 
United States, ,32,Male,9,4-year degree,Yes,manager,15-1199.09,Full-time,Private (for-profit) sector,Yes,No,American Dollar,75000,40,Asian, 
United States, ,32,Male,4,High school/GED,Yes,Sales Associate,"41-9099.00 - Sales and Related Workers, All Other",Full-time,Private (for-profit) sector,Yes,No,American Dollar,46000,45,Asian, 
United States, ,22,Male,2,2-year degree,Yes,Teller,Finance,Part-time,Private (for-profit) sector,Yes,No,American Dollar,15000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Male,2,4-year degree,No,Production Support Lead,Computer Network Support Specialists,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Indian, 
 , , , , , , , , , , , , , , , , , 
United States, ,22,Female,4,4-year degree,Yes,Staff Assistant,Executive Secretaries and Executive Administrative Assistants,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Male,3,4-year degree,Yes,meteorologist,Atmospheric and Space Scientists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,38000,44,Caucasian, 
United States, ,65,Female,13,2-year degree,Yes,customer service,43-4051.00 - Customer Service Representatives,Full-time,Private (for-profit) sector,Yes,No,American Dollar,24000,40,Caucasian, 
United States, ,25,Female,7,4-year degree,Yes,Electrician,Electricians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,60000,45,Caucasian, 
 , , , , , , , , , , ,No,Yes, , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,57,Female,4,Masters or equivalent,Yes,Teacher,Middle School Teachers Except Special/Technical Career Education,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,50000,55,Caucasian, 
United States, ,29,Female,3,4-year degree,Yes,Head  Teller,Tellers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,29000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Male,3,High school/GED,Yes,Data Entry Operator,Data Entry Keyer,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"20,000",40,African American, 
United States, ,25,Female,2,Masters or equivalent,Yes,Office Assistant,"Office Clerks, General",Full-time,Private (for-profit) sector,Yes,No,American Dollar,33000,40,Caucasian, 
United States, ,23,Male,0,High school/GED,Yes,Unemployed, , , ,No,Yes,I'd rather not say, ,50,Caucasian, 
United States, ,28,Female,1,4-year degree,Yes,Health Care,Surgical Technologist,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,15000,40,Caucasian, 
United States, ,31,Male,4,2-year degree,Yes,VTC Service Agent II,Customer Service Representitive,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"49,000",40,Caucasian, 
United States, ,21,Female,2,High school/GED,Yes,Web Development Intern,Web Developers,Part-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,20,Caucasian, 
United States, ,30,Female,6,Ph.D. or equivalent,Yes,pharmacist in charge,29-1051.00 Pharmacists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,118000,50,Caucasian, 
United States, ,55,Male,2,4-year degree,Yes,Customer service representative,Customer Service Representatives,Part-time,Private (for-profit) sector,Yes,No,American Dollar,12500,25,Caucasian, 
United States, ,22,Male,1,4-year degree,Yes,Environmental Engineer,Electronics Engineering Technicians,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"55,000",40,Caucasian, 
United States, ,54,Male,8,4-year degree,Yes,e-commerce manage,online merchants,Full-time,Private (for-profit) sector,Yes,No,American Dollar,35000,30,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,31,Male,2,High school/GED,Yes,packer,"Packers and Packagers, Hand",Full-time,Private (for-profit) sector,Yes,No,American Dollar,29,40,Caucasian, 
United States, ,25,Female,1.75,High school/GED,Yes,Event Manager,"Meeting, Convention, and Event Planners",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"40,500",48,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Male,0,High school/GED,Yes,unemployed,unemployed,Part-time,Private (for-profit) sector,No,Yes,American Dollar,6000,25,Caucasian, 
United States, ,35,Female,3,4-year degree,Yes,library director,librarian,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"20,000",34,Caucasian, 
Canada, ,28,Female,6,4-year degree,Yes,Navigation Officer,"Mates- Ship, Boat, and Barge",Full-time,Public (not-for-profit) sector,Yes,No,Canadian Dollar,"60,000",40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,23,Male,5,High school/GED,Yes,Carpenter,47-2031.00 - Carpenters,Part-time,Private (for-profit) sector,No,No,I'd rather not say, ,25,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,38,Female,8,Masters or equivalent,Yes,Senior Data Analyst,Data Warehousing Specialists,Full-time,Private (for-profit) sector,Yes,No,American Dollar,75000,40,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,28,Female,2.5,4-year degree,No,Office manager,"Office Clerks, General",Full-time,Private (for-profit) sector,Yes,No,American Dollar,34000,40,Caucasian, 
United States, ,22,Male,2,High school/GED,Yes,laboror,47-2051.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,25000,40,Caucasian, 
United States, ,28,Female,2,4-year degree,Yes,Accounts Payable clerk,"Bookkeeping, Accounting, and Auditing Clerks",Full-time,Private (for-profit) sector,Yes,No,American Dollar,"29,000",42,Caucasian, 
 , , , , , , , , , , , , , , , , , 
United States, ,24,Male,1,2-year degree,Yes,Assistant mechanical Technicain,49-9071.00,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,40,Caucasian, 
United States, ,23,Female,1,4-year degree,Yes,preschool instructor,11-9031.00,Part-time,Public (not-for-profit) sector,Yes,No,American Dollar,"20,000",25,Caucasian, 
United States, ,25,Male,5,2-year degree,Yes,Account Executive,Advertising and Promotions Managers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,"25,000",39,Caucasian, 
United States, ,55,Female,4,4-year degree,Yes,Retail Associate,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"$12,500 ",20,Caucasian, 
United States, ,28,Female,1,2-year degree,Yes,Billing Clerk,"43-3021.02	Billing, Cost, and Rate Clerks   Bright Outlook Bright Outlook",Part-time,Private (for-profit) sector,Yes,No,American Dollar,7800,10,African American, 
United States, ,29,Female,3,High school/GED,Yes,server,"35-3031.00	Waiters and Waitresses",Part-time,Private (for-profit) sector,Yes,No,American Dollar,"15,000",29,Native American, 
 , , , , , , , , , , , , , , , , , 
United States, ,44,Female,4,Masters or equivalent,Yes,Online Adjunct Faculty,25-1066.00,Part-time,Private (for-profit) sector,Yes,Yes,American Dollar,11300,10,Caucasian, 
 , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , 
United States, ,51,Female,5,High school/GED,Yes,home business,Online Merchant,Full-time,Private (for-profit) sector,Yes,No,I'd rather not say, ,40,Caucasian, 
United States, ,35,Female,5,High school/GED,Yes,Paralegal,23-2011.00  Paralegals and Legal Assistants,Full-time,Public (not-for-profit) sector,Yes,No,American Dollar,"29,000",40,Caucasian, 
United States, ,46,Female,17,4-year degree,Yes,Editor,Proofreaders and Copy Markers,Full-time,Private (for-profit) sector,Yes,No,American Dollar,45000,38,African American, 
 , , , , , , , , , , , , , , , , , 
United States, ,26,Female,1,2-year degree,Yes,Admin/Sales,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Full-time,Private (for-profit) sector,Yes,No,American Dollar,40000,42,Caucasian, 
